0x47211b1d1f6da45aaee06f877266e072cf8baa74,,0x5548c837ab068cf56a2c2479df0882a4922fd203edb7517321831d95078c5f62,0x0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,,0x0000000000000000000000005d3a536e4d6dbd6114cc1ead35777bab948e3643000000000000000000000000000000000000000000000000a25ec002c0120000,10898498,177,0x85ddc7654e7b7a23c4947491c78e2e37ebf6b515a0c14d87030b083adfffbb88,88,
0x47211b1d1f6da45aaee06f877266e072cf8baa74,,0x5548c837ab068cf56a2c2479df0882a4922fd203edb7517321831d95078c5f62,0x000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,,0x000000000000000000000000f650c3d88d12db855b8bf7d11be6c55a4e07dcc90000000000000000000000000000000000000000000000000000000000b28720,10898498,184,0x85ddc7654e7b7a23c4947491c78e2e37ebf6b515a0c14d87030b083adfffbb88,88,
0x47211b1d1f6da45aaee06f877266e072cf8baa74,,0x5548c837ab068cf56a2c2479df0882a4922fd203edb7517321831d95078c5f62,0x000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,0x00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e7563000000000000000000000000000000000000000000000000000000000044aa20,10898498,191,0x85ddc7654e7b7a23c4947491c78e2e37ebf6b515a0c14d87030b083adfffbb88,88,
0x47211b1d1f6da45aaee06f877266e072cf8baa74,,0x5548c837ab068cf56a2c2479df0882a4922fd203edb7517321831d95078c5f62,0x0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,,0x0000000000000000000000005d3a536e4d6dbd6114cc1ead35777bab948e3643000000000000000000000000000000000000000000000000bd94dca99284a3ea,10903952,177,0xfb22a6ac903d8bb6782fedc6f5b56d5741f35c3cf9b02194ab511c03c4a7c1cb,116,
0x47211b1d1f6da45aaee06f877266e072cf8baa74,,0x5548c837ab068cf56a2c2479df0882a4922fd203edb7517321831d95078c5f62,0x000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,,0x000000000000000000000000f650c3d88d12db855b8bf7d11be6c55a4e07dcc90000000000000000000000000000000000000000000000000000000000f6cfc1,10903952,184,0xfb22a6ac903d8bb6782fedc6f5b56d5741f35c3cf9b02194ab511c03c4a7c1cb,116,
0x47211b1d1f6da45aaee06f877266e072cf8baa74,,0x5548c837ab068cf56a2c2479df0882a4922fd203edb7517321831d95078c5f62,0x000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,0x00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e75630000000000000000000000000000000000000000000000000000000000797ccf,10903952,191,0xfb22a6ac903d8bb6782fedc6f5b56d5741f35c3cf9b02194ab511c03c4a7c1cb,116,
0x47211b1d1f6da45aaee06f877266e072cf8baa74,,0x5548c837ab068cf56a2c2479df0882a4922fd203edb7517321831d95078c5f62,0x0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,,0x0000000000000000000000005d3a536e4d6dbd6114cc1ead35777bab948e364300000000000000000000000000000000000000000000000049cf3c6e011cd6de,10904115,198,0xa54da8e016af755e23a65538c237b92053aaff5cbb32aa2a21a88a1742745cc3,121,
0x47211b1d1f6da45aaee06f877266e072cf8baa74,,0x5548c837ab068cf56a2c2479df0882a4922fd203edb7517321831d95078c5f62,0x000000000000000000000000dac17f958d2ee523a2206206994597c13d831ec7,,0x000000000000000000000000f650c3d88d12db855b8bf7d11be6c55a4e07dcc900000000000000000000000000000000000000000000000000000000008b6e82,10904115,205,0xa54da8e016af755e23a65538c237b92053aaff5cbb32aa2a21a88a1742745cc3,121,
0x47211b1d1f6da45aaee06f877266e072cf8baa74,,0x5548c837ab068cf56a2c2479df0882a4922fd203edb7517321831d95078c5f62,0x000000000000000000000000a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,0x00000000000000000000000039aa39c021dfbae8fac545936693ac917d5e756300000000000000000000000000000000000000000000000000000000007a9328,10904115,212,0xa54da8e016af755e23a65538c237b92053aaff5cbb32aa2a21a88a1742745cc3,121,
0x47211b1d1f6da45aaee06f877266e072cf8baa74,,0x5548c837ab068cf56a2c2479df0882a4922fd203edb7517321831d95078c5f62,0x0000000000000000000000006b175474e89094c44da98b954eedeac495271d0f,,0x0000000000000000000000005d3a536e4d6dbd6114cc1ead35777bab948e3643000000000000000000000000000000000000000000000000e8fb16aff2c41004,10908020,227,0x43a01bbe10a9455586f48b9f69130206b13fe32c70f2ea099d52f7117cb76de7,100,
